cliente_id,fecha,agencia,edad,segmento,ingreso,saldo,producto
385,2025-11-01,Petén,60,Premium,14632.00,33293.39,7382.73
386,2025-11-01,Zona 10,43,Joven,27663.00,14500.78,8108.71
387,2025-05-01,Petén,32,Joven,19733.00,24696.82,2444.83
388,2025-06-01,Petén,43,Joven,18173.00,27237.80,2360.64
389,2025-01-01,Zona 10,48,Joven,6425.00,17394.83,9319.04
390,2025-03-01,Petén,40,Adulto,13220.00,13398.72,7920.83
391,2025-08-01,Zona 10,24,Adulto,17357.00,22694.37,2838.82
392,2025-12-01,Quetzaltenango,25,Premium,3740.00,35119.91,2653.19
393,2025-09-01,Cobán,29,Joven,21084.00,33226.45,7164.54
394,2025-11-01,Zona 10,29,Premium,9107.00,16892.28,3356.53
395,2025-04-01,Quetzaltenango,46,Joven,22405.00,23975.88,5080.91
396,2025-12-01,Petén,69,Joven,29083.00,30135.21,5354.91
397,2025-06-01,Cobán,30,Premium,17993.00,38493.83,6956.64
398,2025-06-01,Escuintla,56,Adulto,15734.00,12787.56,3287.79
399,2025-10-01,Petén,29,Premium,29664.00,15046.64,1814.38
400,2025-11-01,Quetzaltenango,26,Adulto,13262.00,32561.27,6151.95
401,2025-03-01,Cobán,50,Adulto,15729.00,19307.36,5535.35
402,2025-08-01,Quetzaltenango,58,Premium,20608.00,18988.06,2300.56
403,2025-08-01,Petén,36,Joven,7597.00,33875.18,8545.77
404,2025-01-01,Petén,49,Premium,7473.00,28992.04,6852.75
405,2025-08-01,Cobán,44,Adulto,25436.00,6140.36,5163.56
406,2025-02-01,Zona 10,54,Adulto,4011.00,27408.23,3646.48
407,2025-09-01,Cobán,36,Premium,8511.00,27974.66,2465.15
408,2025-02-01,Escuintla,54,Premium,6742.00,23315.35,7487.49
409,2025-12-01,Quetzaltenango,46,Adulto,20902.00,27479.68,7063.6
410,2025-08-01,Zona 10,34,Joven,14422.00,28317.43,4350.15
411,2025-12-01,Cobán,55,Joven,25581.00,13829.60,7541.21
412,2025-03-01,Petén,68,Adulto,9770.00,33438.90,1665.64
413,2025-05-01,Escuintla,56,Adulto,20654.00,41366.48,9844.1
414,2025-05-01,Cobán,50,Joven,25259.00,27579.45,4009.63
415,2025-11-01,Escuintla,26,Joven,25984.00,31061.08,3869.71
416,2025-07-01,Cobán,49,Adulto,7658.00,16607.68,4260.25
417,2025-02-01,Petén,58,Premium,29037.00,28870.00,4395.26
418,2025-12-01,Zona 10,41,Premium,17899.00,35167.54,4452.38
419,2025-12-01,Zona 10,47,Premium,23802.00,19194.64,3383.85
420,2025-04-01,Escuintla,45,Adulto,9941.00,14409.29,5058.64
421,2025-10-01,Zona 10,26,Joven,21551.00,37688.20,2180.63
422,2025-11-01,Quetzaltenango,68,Adulto,18059.00,52487.82,5470.3
423,2025-01-01,Escuintla,45,Joven,9629.00,51288.62,4881.43
424,2025-02-01,Quetzaltenango,59,Joven,14810.00,24971.70,6928.65
425,2025-11-01,Zona 10,37,Premium,26789.00,22262.19,3612.24
426,2025-01-01,Petén,31,Premium,18624.00,39212.37,6262.55
427,2025-01-01,Cobán,18,Premium,25793.00,21625.71,5843.68
428,2025-08-01,Zona 10,22,Joven,10502.00,10575.01,7171.94
429,2025-06-01,Quetzaltenango,37,Premium,7493.00,8716.97,7462.52
430,2025-03-01,Quetzaltenango,22,Adulto,20383.00,9810.80,3936.63
431,2025-12-01,Petén,31,Premium,23580.00,24706.72,506.35
432,2025-04-01,Cobán,23,Adulto,6292.00,28921.25,5790.13
433,2025-06-01,Quetzaltenango,68,Premium,7581.00,25240.07,7876.62
434,2025-10-01,Zona 10,64,Premium,22909.00,18780.67,9648.14
435,2025-04-01,Escuintla,51,Premium,22887.00,5116.32,4801.48
436,2025-04-01,Petén,49,Joven,15644.00,35723.19,6531.15
437,2025-01-01,Petén,41,Adulto,13370.00,41095.79,7929.0
438,2025-09-01,Zona 10,61,Joven,8661.00,27382.39,44.76
439,2025-02-01,Cobán,18,Premium,11591.00,30797.76,9419.76
440,2025-11-01,Cobán,63,Joven,19418.00,26351.54,2912.77
441,2025-09-01,Zona 10,52,Premium,23186.00,27878.54,5684.27
442,2025-03-01,Zona 10,52,Adulto,13706.00,11835.54,6798.18
443,2025-07-01,Cobán,64,Joven,10819.00,29762.06,5302.22
444,2025-10-01,Quetzaltenango,56,Joven,4803.00,17813.58,8065.01
445,2025-12-01,Escuintla,26,Premium,25986.00,39020.14,5166.93
446,2025-12-01,Escuintla,34,Premium,8471.00,11156.18,7399.91
447,2025-01-01,Escuintla,39,Premium,29447.00,11799.18,6046.73
448,2025-11-01,Cobán,22,Premium,19257.00,14106.73,5525.02
449,2025-06-01,Zona 10,28,Joven,11359.00,28715.37,805.79
450,2025-09-01,Zona 10,18,Adulto,4443.00,26190.82,4756.03
451,2025-07-01,Petén,27,Premium,8864.00,46506.33,3345.12
452,2025-11-01,Escuintla,44,Adulto,10356.00,19571.39,6867.55
453,2025-10-01,Quetzaltenango,41,Joven,6912.00,0.00,4944.73
454,2025-01-01,Escuintla,43,Adulto,5258.00,42225.12,2200.1
455,2025-09-01,Escuintla,47,Premium,3261.00,18228.52,6218.29
456,2025-04-01,Quetzaltenango,47,Premium,15067.00,13264.95,3729.44
457,2025-04-01,Petén,27,Adulto,3208.00,27405.44,4818.67
458,2025-12-01,Escuintla,18,Joven,13977.00,42561.22,5026.89
459,2025-09-01,Quetzaltenango,33,Premium,16756.00,20787.71,5035.19
460,2025-02-01,Escuintla,20,Adulto,10584.00,36611.00,3542.99
461,2025-02-01,Cobán,55,Joven,6131.00,7921.44,4902.89
462,2025-10-01,Escuintla,21,Adulto,17253.00,21679.42,4097.6
463,2025-07-01,Quetzaltenango,62,Joven,27096.00,18925.77,6948.85
464,2025-03-01,Quetzaltenango,67,Adulto,28236.00,18990.20,4410.11
465,2025-06-01,Quetzaltenango,44,Adulto,6956.00,0.00,3842.75
466,2025-08-01,Escuintla,34,Premium,6929.00,43364.39,6953.77
467,2025-10-01,Zona 10,20,Premium,10045.00,30497.78,3470.97
468,2025-06-01,Quetzaltenango,43,Joven,19825.00,34637.16,5510.2
469,2025-08-01,Zona 10,53,Joven,27513.00,19909.70,4723.63
470,2025-01-01,Cobán,21,Adulto,28590.00,31313.66,4884.28
471,2025-11-01,Zona 10,59,Joven,5753.00,16927.40,4234.55
472,2025-04-01,Escuintla,59,Joven,17530.00,26918.94,4181.7
473,2025-08-01,Cobán,21,Adulto,8504.00,36360.84,4022.18
474,2025-07-01,Quetzaltenango,61,Adulto,16980.00,28889.89,6230.19
475,2025-08-01,Escuintla,27,Adulto,4135.00,12468.07,3179.34
476,2025-09-01,Cobán,48,Joven,4998.00,35046.73,6029.32
477,2025-09-01,Zona 10,33,Adulto,23668.00,40020.89,4906.95
478,2025-06-01,Petén,48,Premium,20842.00,27162.41,3199.09
479,2025-07-01,Zona 10,35,Adulto,8892.00,40964.47,5439.66
480,2025-08-01,Quetzaltenango,51,Joven,14712.00,30018.57,0
481,2025-11-01,Zona 10,33,Joven,11733.00,4233.37,4256.22
482,2025-07-01,Escuintla,40,Premium,8692.00,32200.79,7396.2
483,2025-12-01,Petén,62,Joven,14523.00,39622.24,4166.62
484,2025-09-01,Quetzaltenango,37,Premium,8752.00,19789.94,5052.24
485,2025-01-01,Quetzaltenango,51,Joven,18662.00,51831.34,5019.2
486,2025-12-01,Zona 10,29,Joven,29293.00,30924.77,3532.84
487,2025-12-01,Escuintla,27,Joven,28374.00,36248.53,6569.29
488,2025-12-01,Escuintla,60,Joven,15962.00,15678.69,4067.79
489,2025-12-01,Escuintla,45,Joven,28947.00,16110.44,3225.79
490,2025-09-01,Petén,62,Joven,23110.00,26964.71,3616.62
491,2025-05-01,Zona 10,64,Premium,25560.00,22927.58,6202.49
492,2025-07-01,Petén,67,Joven,21595.00,40961.56,5548.87
493,2025-10-01,Quetzaltenango,24,Adulto,19258.00,37589.58,7557.34
494,2025-03-01,Escuintla,58,Adulto,5907.00,32776.84,2318.6
495,2025-05-01,Zona 10,31,Premium,11176.00,21103.78,3259.16
496,2025-01-01,Cobán,42,Adulto,17359.00,21544.18,0
497,2025-06-01,Petén,52,Premium,15299.00,36021.31,6359.93
498,2025-04-01,Escuintla,28,Joven,17787.00,45758.15,6727.61
499,2025-05-01,Quetzaltenango,24,Premium,5431.00,11307.38,8507.3
500,2025-09-01,Cobán,23,Premium,14073.00,11255.79,3463.55
501,2025-07-01,Zona 10,59,Joven,8406.00,14995.82,3667.32
502,2025-04-01,Petén,30,Adulto,16411.00,18745.52,1974.19
503,2025-05-01,Petén,37,Adulto,10783.00,34876.74,6132.61
504,2025-01-01,Petén,41,Adulto,3125.00,15994.88,5734.02
505,2025-02-01,Zona 10,19,Adulto,9781.00,29756.67,6460.09
506,2025-05-01,Escuintla,68,Joven,16024.00,0.00,5770.7
507,2025-09-01,Quetzaltenango,42,Adulto,9058.00,16893.49,6420.4
508,2025-05-01,Petén,46,Joven,18239.00,23077.48,8796.48
509,2025-12-01,Petén,60,Adulto,6168.00,34455.96,5941.52
510,2025-04-01,Cobán,53,Premium,4998.00,36970.61,1890.76
511,2025-08-01,Zona 10,54,Premium,10721.00,20187.11,5120.53
512,2025-09-01,Zona 10,69,Adulto,21726.00,17656.55,2500.31
513,2025-03-01,Zona 10,31,Premium,29491.00,26248.04,5552.85
514,2025-04-01,Escuintla,70,Premium,23552.00,34657.27,7154.36
515,2025-02-01,Escuintla,42,Premium,21230.00,16479.63,6068.24
516,2025-01-01,Cobán,68,Joven,25951.00,14556.81,3301.44
517,2025-03-01,Zona 10,27,Joven,21566.00,7783.86,3230.87
518,2025-02-01,Cobán,68,Adulto,12374.00,41632.44,1952.58
519,2025-11-01,Escuintla,49,Adulto,21744.00,22431.06,4650.48
520,2025-10-01,Escuintla,56,Premium,25308.00,23830.03,4472.35
521,2025-01-01,Zona 10,65,Adulto,18571.00,47486.84,2965.16
522,2025-05-01,Quetzaltenango,35,Joven,19109.00,36467.61,2636.79
523,2025-12-01,Cobán,46,Premium,28363.00,29360.45,3591.75
524,2025-02-01,Cobán,30,Premium,17474.00,30372.97,8618.68
525,2025-01-01,Petén,50,Adulto,28935.00,30607.68,6451.91
526,2025-09-01,Quetzaltenango,54,Joven,3948.00,36286.61,8620.57
527,2025-01-01,Escuintla,47,Adulto,4656.00,41309.97,3461.49
528,2025-09-01,Quetzaltenango,43,Adulto,23821.00,41065.81,3594.6
529,2025-10-01,Petén,46,Adulto,8819.00,38197.46,4442.9
530,2025-03-01,Zona 10,34,Adulto,27541.00,27541.46,4239.4
531,2025-03-01,Quetzaltenango,54,Premium,28553.00,48099.12,4137.36
532,2025-05-01,Zona 10,59,Adulto,16418.00,1085.05,4666.61
533,2025-11-01,Petén,29,Adulto,22698.00,27683.48,3648.55
534,2025-12-01,Escuintla,59,Adulto,12023.00,14647.56,5895.49
535,2025-04-01,Cobán,47,Premium,12900.00,15116.02,1653.57
536,2025-01-01,Petén,50,Premium,24704.00,47442.28,4200.51
537,2025-10-01,Escuintla,36,Adulto,12780.00,19489.33,2898.89
538,2025-06-01,Escuintla,35,Joven,11557.00,8539.69,901.51
539,2025-09-01,Petén,66,Adulto,10874.00,42540.89,2867.17
540,2025-06-01,Escuintla,61,Adulto,7585.00,21856.57,2127.98
541,2025-07-01,Petén,42,Joven,27141.00,43368.96,5690.77
542,2025-12-01,Cobán,63,Premium,10286.00,18333.52,2372.96
543,2025-09-01,Quetzaltenango,37,Adulto,8570.00,38233.69,1555.14
544,2025-08-01,Quetzaltenango,26,Premium,27278.00,23814.82,8630.07
545,2025-11-01,Escuintla,23,Adulto,10282.00,12827.01,7605.96
546,2025-06-01,Cobán,34,Joven,22187.00,18598.98,8755.51
547,2025-10-01,Petén,55,Joven,23337.00,47703.92,6816.04
548,2025-07-01,Quetzaltenango,51,Joven,12776.00,4250.48,7101.11
549,2025-06-01,Quetzaltenango,44,Adulto,21658.00,52563.42,1335.92
550,2025-03-01,Quetzaltenango,67,Adulto,5648.00,8106.07,5220.16
551,2025-01-01,Quetzaltenango,18,Premium,17812.00,22008.68,8347.87
552,2025-08-01,Cobán,68,Premium,28020.00,26174.13,3965.43
553,2025-07-01,Quetzaltenango,45,Premium,18643.00,22527.10,5371.18
554,2025-01-01,Zona 10,38,Premium,27800.00,28897.25,3873.25
555,2025-04-01,Zona 10,32,Adulto,25725.00,32430.63,3792.08
556,2025-10-01,Escuintla,37,Adulto,8472.00,28366.58,5244.01
557,2025-09-01,Quetzaltenango,56,Adulto,20174.00,11835.77,8563.48
558,2025-06-01,Cobán,66,Joven,9174.00,38326.88,8749.49
559,2025-04-01,Petén,64,Joven,7299.00,25609.90,5408.56
560,2025-06-01,Escuintla,63,Premium,24316.00,28044.72,3127.84
561,2025-01-01,Zona 10,56,Joven,4571.00,15820.91,2522.08
562,2025-02-01,Cobán,44,Premium,17559.00,13970.64,6720.7
563,2025-04-01,Zona 10,62,Premium,25470.00,18060.97,3763.61
564,2025-05-01,Zona 10,57,Premium,22845.00,21190.99,3015.4
565,2025-10-01,Quetzaltenango,25,Premium,12263.00,29290.01,5622.52
566,2025-05-01,Quetzaltenango,51,Joven,9608.00,17270.11,6599.37
567,2025-08-01,Zona 10,31,Joven,25551.00,34816.33,4269.01
568,2025-02-01,Zona 10,25,Premium,21813.00,21677.66,4007.28
569,2025-12-01,Cobán,64,Adulto,6319.00,39257.60,3380.27
570,2025-08-01,Escuintla,21,Adulto,6270.00,34445.72,1244.69
571,2025-06-01,Zona 10,45,Joven,27200.00,42484.04,7598.51
572,2025-11-01,Petén,59,Adulto,8587.00,12926.55,8734.34
573,2025-02-01,Cobán,41,Adulto,29704.00,21754.13,5821.06
574,2025-07-01,Quetzaltenango,62,Joven,18671.00,30354.35,2247.57
575,2025-12-01,Zona 10,64,Adulto,4921.00,47990.63,4554.27
576,2025-08-01,Cobán,69,Adulto,21643.00,21699.48,3861.0
577,2025-01-01,Cobán,61,Joven,26831.00,31261.97,4824.23
578,2025-08-01,Petén,20,Premium,5075.00,24240.15,6732.56
579,2025-12-01,Escuintla,54,Premium,10339.00,42693.00,4587.79
580,2025-12-01,Quetzaltenango,62,Adulto,23258.00,39597.59,6658.84
581,2025-11-01,Petén,61,Premium,24017.00,7807.41,7530.17
582,2025-01-01,Cobán,59,Joven,8142.00,11500.53,4921.26
583,2025-08-01,Petén,38,Joven,10893.00,20284.72,6410.66
584,2025-11-01,Cobán,42,Premium,16214.00,26990.11,4260.49
585,2025-02-01,Zona 10,49,Joven,17649.00,11405.36,10141.53
586,2025-07-01,Petén,20,Premium,21256.00,3621.05,3864.53
587,2025-05-01,Escuintla,50,Adulto,21426.00,29794.97,7875.15
588,2025-04-01,Cobán,47,Premium,13878.00,9489.96,3973.69
589,2025-06-01,Quetzaltenango,63,Joven,17828.00,40274.10,7216.71
590,2025-06-01,Zona 10,58,Joven,29211.00,21198.38,7345.94
591,2025-08-01,Zona 10,26,Adulto,29930.00,21032.70,1870.91
592,2025-04-01,Cobán,30,Joven,6956.00,35854.60,4151.7
593,2025-06-01,Petén,24,Joven,27810.00,1437.91,7340.11
594,2025-08-01,Cobán,60,Joven,22310.00,31210.44,4707.66
595,2025-12-01,Cobán,21,Premium,21128.00,46059.22,3489.21
596,2025-12-01,Cobán,55,Premium,8690.00,24230.97,3959.42
597,2025-10-01,Petén,38,Premium,19518.00,34185.62,3587.32
598,2025-05-01,Quetzaltenango,43,Joven,14234.00,37952.57,4595.1
599,2025-10-01,Petén,62,Adulto,27524.00,1974.04,4702.95
600,2025-12-01,Escuintla,53,Premium,23728.00,26677.53,6343.39
601,2025-11-01,Petén,26,Premium,26278.00,7231.14,919.22
602,2025-11-01,Cobán,38,Premium,26276.00,33369.61,6236.13
603,2025-11-01,Petén,63,Adulto,16679.00,13353.63,1234.8
604,2025-01-01,Zona 10,51,Joven,6488.00,31640.45,5177.23
605,2025-03-01,Escuintla,36,Joven,25393.00,24919.11,8824.87
606,2025-01-01,Petén,40,Joven,29674.00,9126.04,5812.19
607,2025-11-01,Escuintla,53,Premium,15743.00,26636.50,8492.39
608,2025-01-01,Escuintla,42,Premium,15699.00,6699.13,6763.57
609,2025-01-01,Cobán,65,Joven,11235.00,32026.83,8857.43
610,2025-12-01,Petén,63,Joven,24221.00,14221.30,6968.27
611,2025-04-01,Quetzaltenango,36,Joven,17706.00,33006.27,7720.6
612,2025-09-01,Escuintla,25,Joven,15360.00,34393.76,5408.64
613,2025-10-01,Quetzaltenango,34,Joven,3184.00,15849.32,7751.08
614,2025-06-01,Escuintla,56,Adulto,4666.00,27490.69,2228.33
615,2025-09-01,Quetzaltenango,40,Joven,5388.00,27227.25,3290.51
616,2025-02-01,Cobán,68,Joven,19552.00,33097.76,7108.19
617,2025-04-01,Quetzaltenango,31,Premium,24736.00,19413.31,6647.21
618,2025-08-01,Zona 10,53,Premium,29990.00,25232.89,2104.99
619,2025-08-01,Zona 10,33,Premium,24045.00,12369.12,3174.38
620,2025-07-01,Escuintla,68,Joven,6715.00,13724.38,6638.51
621,2025-06-01,Escuintla,50,Premium,29306.00,11159.98,4873.27
622,2025-06-01,Petén,50,Premium,5698.00,31882.47,4612.99
623,2025-11-01,Cobán,22,Joven,9906.00,15074.06,1975.73
624,2025-09-01,Zona 10,62,Premium,27293.00,27729.62,2151.6
625,2025-03-01,Zona 10,19,Joven,18047.00,24310.71,4456.14
626,2025-05-01,Escuintla,53,Adulto,5308.00,17313.98,4347.68
627,2025-08-01,Zona 10,58,Premium,16252.00,22978.26,5150.81
628,2025-11-01,Zona 10,64,Premium,23262.00,43317.61,6281.18
629,2025-06-01,Petén,50,Joven,6477.00,20476.61,7948.8
630,2025-08-01,Quetzaltenango,42,Premium,15947.00,26314.56,4550.08
631,2025-03-01,Escuintla,65,Premium,15812.00,31764.26,1274.73
632,2025-05-01,Zona 10,61,Premium,29051.00,36640.60,2858.12
633,2025-03-01,Petén,25,Premium,4368.00,41162.68,5085.16
634,2025-05-01,Quetzaltenango,31,Adulto,27520.00,23960.90,1786.72
635,2025-09-01,Escuintla,27,Joven,8274.00,31698.07,7535.57
636,2025-03-01,Petén,60,Adulto,29203.00,21340.19,4725.55
637,2025-09-01,Quetzaltenango,22,Premium,12524.00,20692.77,3660.8
638,2025-08-01,Zona 10,39,Adulto,14702.00,37134.50,7105.82
639,2025-02-01,Escuintla,30,Premium,13413.00,14335.80,5158.31
640,2025-03-01,Cobán,54,Joven,21574.00,18104.21,6312.02
641,2025-06-01,Cobán,33,Adulto,28744.00,28504.22,8229.53
642,2025-03-01,Cobán,61,Adulto,27018.00,18271.40,6993.26
643,2025-08-01,Escuintla,53,Joven,6566.00,32371.13,7440.23
644,2025-04-01,Zona 10,34,Joven,27036.00,28616.69,4477.5
645,2025-11-01,Petén,19,Joven,29628.00,14352.80,3996.81
646,2025-09-01,Quetzaltenango,34,Adulto,20808.00,36752.51,3460.55
647,2025-04-01,Cobán,67,Premium,22320.00,23953.11,3350.53
648,2025-02-01,Petén,43,Premium,14923.00,7310.54,4959.85
649,2025-09-01,Petén,26,Premium,17621.00,33375.84,7176.13
650,2025-12-01,Cobán,64,Joven,18843.00,28198.44,4785.74
651,2025-05-01,Escuintla,41,Adulto,10668.00,32874.21,5361.76
652,2025-08-01,Petén,20,Premium,4307.00,35541.86,4784.65
653,2025-12-01,Cobán,34,Adulto,21960.00,17869.76,4660.0
654,2025-11-01,Quetzaltenango,22,Premium,19930.00,24679.05,10366.24
655,2025-06-01,Petén,70,Joven,14306.00,11280.91,5189.18
656,2025-03-01,Escuintla,46,Joven,8426.00,26808.96,7385.45
657,2025-03-01,Quetzaltenango,28,Adulto,14869.00,7275.80,2795.94
658,2025-12-01,Petén,25,Joven,18778.00,18796.29,2963.5
659,2025-07-01,Quetzaltenango,19,Joven,10984.00,40093.42,5699.14
660,2025-09-01,Quetzaltenango,20,Premium,21752.00,29369.21,5961.86
661,2025-10-01,Escuintla,54,Joven,23893.00,44004.21,5372.26
662,2025-08-01,Cobán,56,Premium,18447.00,29932.44,4094.3
663,2025-10-01,Escuintla,70,Joven,28149.00,32312.21,7671.51
664,2025-11-01,Cobán,39,Adulto,17859.00,21276.09,4569.41
665,2025-02-01,Cobán,19,Joven,9630.00,0.00,4376.76
666,2025-02-01,Petén,29,Premium,18593.00,38234.72,3431.21
667,2025-02-01,Zona 10,48,Premium,24606.00,36148.50,6986.87
668,2025-07-01,Petén,51,Adulto,16784.00,22545.66,5433.54
669,2025-08-01,Petén,68,Joven,28187.00,13249.18,6810.7
670,2025-03-01,Zona 10,34,Adulto,18634.00,27620.23,631.88
671,2025-09-01,Zona 10,44,Premium,11447.00,32050.21,7915.28
672,2025-02-01,Escuintla,51,Adulto,3235.00,19244.67,5958.86
673,2025-02-01,Petén,27,Adulto,16961.00,19678.62,3753.52
674,2025-06-01,Quetzaltenango,57,Adulto,12029.00,37062.81,4896.31
675,2025-09-01,Escuintla,48,Adulto,8856.00,14533.03,6852.72
676,2025-06-01,Zona 10,67,Premium,26117.00,19753.38,5651.15
677,2025-08-01,Petén,68,Adulto,25915.00,30238.47,4711.73
678,2025-09-01,Cobán,57,Premium,25841.00,23431.86,4400.55
679,2025-02-01,Zona 10,70,Joven,7762.00,9006.60,5479.58
680,2025-04-01,Cobán,41,Premium,5622.00,10078.71,2968.1
681,2025-09-01,Quetzaltenango,36,Premium,26317.00,29020.51,4843.71
682,2025-08-01,Petén,18,Adulto,9609.00,41379.74,1270.58
683,2025-01-01,Petén,68,Joven,22644.00,6459.63,4794.91
684,2025-01-01,Zona 10,41,Adulto,10839.00,6617.57,490.68
685,2025-06-01,Zona 10,60,Premium,15948.00,18351.14,5748.51
686,2025-02-01,Petén,23,Adulto,21009.00,20144.11,8675.54
687,2025-05-01,Cobán,32,Premium,22869.00,37862.20,4493.27
688,2025-05-01,Petén,29,Adulto,16340.00,9664.23,4899.77
689,2025-02-01,Petén,69,Adulto,19819.00,48622.93,3901.86
690,2025-08-01,Escuintla,42,Adulto,21453.00,16087.39,5153.33
691,2025-08-01,Cobán,55,Premium,3896.00,15792.74,5174.59
692,2025-11-01,Escuintla,62,Premium,10534.00,28836.07,3039.07
693,2025-01-01,Escuintla,62,Joven,11629.00,25058.05,5883.68
694,2025-03-01,Escuintla,48,Joven,13284.00,9592.61,8374.07
695,2025-11-01,Quetzaltenango,30,Adulto,19351.00,24289.77,3541.38
696,2025-04-01,Zona 10,30,Joven,11182.00,30811.99,3392.99
697,2025-11-01,Petén,60,Joven,19143.00,9598.94,2770.43
698,2025-06-01,Petén,57,Adulto,13335.00,0.00,5279.66
699,2025-03-01,Petén,66,Joven,19748.00,23392.38,6391.9
700,2025-09-01,Petén,69,Adulto,16866.00,10167.99,5338.83
701,2025-11-01,Petén,67,Adulto,8727.00,19140.93,5269.15
702,2025-12-01,Zona 10,18,Adulto,3387.00,19619.48,3264.27
703,2025-10-01,Cobán,34,Premium,9132.00,16578.59,4557.92
704,2025-06-01,Escuintla,29,Adulto,19343.00,13893.92,5958.68
705,2025-05-01,Quetzaltenango,46,Joven,8894.00,0.00,2584.43
706,2025-05-01,Quetzaltenango,69,Joven,10726.00,2776.81,3657.58
707,2025-03-01,Quetzaltenango,48,Premium,29400.00,37531.86,5128.01
708,2025-09-01,Petén,64,Premium,13345.00,27231.77,3352.14
709,2025-07-01,Escuintla,24,Adulto,25627.00,29330.28,6191.83
710,2025-02-01,Petén,46,Premium,27398.00,19240.32,6631.21
711,2025-06-01,Petén,19,Joven,16492.00,42454.38,7774.67
712,2025-10-01,Escuintla,59,Adulto,24270.00,0.00,3667.28
713,2025-11-01,Zona 10,50,Adulto,18974.00,27022.37,2849.52
714,2025-05-01,Escuintla,47,Adulto,23699.00,48267.93,3915.35
715,2025-10-01,Quetzaltenango,54,Adulto,16263.00,27687.95,4374.35
716,2025-06-01,Cobán,38,Adulto,24397.00,22567.36,6525.01
717,2025-06-01,Quetzaltenango,65,Joven,22232.00,11986.03,4713.03
718,2025-03-01,Zona 10,64,Joven,10688.00,10034.86,957.13
719,2025-07-01,Petén,24,Joven,6131.00,47694.20,6602.81
720,2025-07-01,Petén,51,Joven,28067.00,30619.95,4976.54
721,2025-11-01,Cobán,42,Premium,13137.00,27538.97,8244.04
722,2025-03-01,Escuintla,51,Adulto,8590.00,42427.48,5527.1
723,2025-09-01,Petén,35,Joven,20974.00,0.00,6795.08
724,2025-10-01,Cobán,47,Premium,23678.00,24831.90,903.31
725,2025-11-01,Quetzaltenango,52,Joven,13146.00,36565.03,3758.39
726,2025-05-01,Zona 10,41,Premium,16507.00,24371.41,6698.05
727,2025-06-01,Cobán,36,Adulto,18374.00,7133.98,4332.47
728,2025-01-01,Zona 10,67,Premium,17104.00,29802.26,2425.12
729,2025-04-01,Cobán,44,Adulto,21368.00,16601.21,5583.88
730,2025-05-01,Petén,23,Premium,16835.00,14789.55,3291.34
731,2025-05-01,Cobán,36,Joven,24248.00,24030.22,1365.48
732,2025-03-01,Cobán,26,Adulto,12489.00,35173.69,6409.14
733,2025-10-01,Petén,49,Joven,9153.00,22039.24,6037.74
734,2025-02-01,Zona 10,36,Joven,11820.00,34112.98,6519.58
735,2025-03-01,Cobán,18,Adulto,19173.00,27564.98,7044.12
736,2025-12-01,Quetzaltenango,68,Joven,4039.00,13833.31,8372.86
737,2025-07-01,Escuintla,22,Adulto,20799.00,17297.35,5243.67
738,2025-02-01,Cobán,67,Joven,26418.00,25134.37,8435.06
739,2025-01-01,Quetzaltenango,30,Adulto,18100.00,24509.09,4115.31
740,2025-11-01,Petén,37,Premium,13586.00,35521.49,7710.64
741,2025-05-01,Zona 10,48,Premium,23923.00,21574.58,6802.69
742,2025-02-01,Escuintla,33,Premium,23739.00,23085.32,5140.09
743,2025-07-01,Cobán,68,Premium,10965.00,28509.49,5032.85
744,2025-03-01,Zona 10,41,Premium,28257.00,30948.20,5624.6
745,2025-06-01,Quetzaltenango,66,Premium,23484.00,35456.89,5690.69
746,2025-02-01,Escuintla,26,Adulto,18985.00,28687.27,10623.04
747,2025-04-01,Escuintla,19,Joven,25585.00,11142.02,7230.66
748,2025-12-01,Quetzaltenango,46,Premium,21318.00,19858.07,7969.64
749,2025-09-01,Petén,40,Premium,13606.00,23937.34,3404.73
750,2025-02-01,Petén,51,Adulto,8079.00,3911.25,6157.08
751,2025-01-01,Zona 10,67,Premium,23906.00,5494.04,4878.25
752,2025-10-01,Petén,33,Adulto,13508.00,21813.78,2117.58
753,2025-09-01,Escuintla,61,Adulto,19303.00,25685.29,3848.44
754,2025-11-01,Zona 10,38,Joven,6619.00,39478.06,6667.88
755,2025-01-01,Petén,30,Premium,6507.00,19550.88,5083.72
756,2025-11-01,Zona 10,49,Adulto,20230.00,13591.31,3122.99
757,2025-10-01,Cobán,63,Joven,5322.00,51948.64,5370.13
758,2025-11-01,Cobán,21,Adulto,14826.00,0.00,3317.26
759,2025-01-01,Zona 10,70,Adulto,23215.00,24657.01,5573.37
760,2025-04-01,Cobán,51,Joven,6182.00,31997.21,5861.09
761,2025-09-01,Petén,60,Premium,11151.00,0.00,2931.86
762,2025-07-01,Cobán,65,Premium,6457.00,26606.75,2391.72
763,2025-07-01,Petén,24,Adulto,8466.00,28997.85,2562.07
764,2025-03-01,Escuintla,52,Premium,22658.00,14524.69,5653.3
765,2025-06-01,Escuintla,44,Premium,28040.00,9970.12,2221.19
766,2025-10-01,Escuintla,52,Adulto,10009.00,14269.08,6787.07
767,2025-08-01,Petén,43,Joven,3006.00,19922.15,0
768,2025-03-01,Escuintla,37,Joven,3215.00,22356.32,6346.45
769,2025-05-01,Quetzaltenango,53,Joven,19753.00,0.00,3418.7
770,2025-08-01,Petén,40,Joven,8115.00,32404.19,6461.67
